'32000319;3;6.75;2;0;0;0;2.75;6.75;5.25
'32000320;6.4;6.5;3.8;0;0;0;7;7.25;8.75
'32000321;7.2;5.75;2.6;0;0;0;4.75;7;8.25
'32000322;8.4;6;4.2;7.75;8.75;5.25;0;0;0
'32000323;8.4;7.5;3.4;5.75;4.75;6;0;0;0
'32000324;6.2;6.75;2.4;0;0;0;4.5;6.5;8.25
'32000325;7.4;5.25;6.2;7.5;4.25;3.75;0;0;0
'32000326;4.2;5;2.4;0;0;0;3;0;0
'32000327;3.4;5;0;0;0;0;4.25;6.75;0
'32000328;5.4;6;4.4;0;0;0;8.25;9;7.75
'32000329;3;3.25;1.8;0;0;0;3.5;7.5;7.25
'32000330;4.6;6.5;2.4;0;0;0;5;6.5;7.75
'32000331;5;5.5;3;0;0;0;5;5.25;7.75
'32000332;8;8.25;2.8;0;0;0;9;8.5;9
'32000333;9.4;6.75;1.8;8;8;4;0;0;0
'32000334;8.8;9;7.2;0;0;0;5.25;6.5;9.25
'32000335;0;7.75;0;0;0;0;9;9.25;0
'32000336;8.6;4.75;5;7.5;8;4.5;0;0;0
'32000337;6.6;5.5;0;0;0;0;4.75;7.25;0
'32000338;3.8;4.75;3.4;0;0;0;3.5;6;0
'32000339;9.2;7.75;8.4;6.25;8.5;6.75;0;0;0
'32000340;6.2;5.25;3.6;0;0;0;3.5;7.5;8.75
'32000341;4.8;4.5;2.4;0;0;0;4.5;7.5;8.25
'32000342;8.2;5.5;7.6;8.25;4.25;5.75;0;0;0
'32000343;7.2;7.25;6.2;0;0;0;4.25;7.5;9
'32000344;8.8;5.75;4.2;8.5;7.5;5.25;0;0;0
'32000345;6.4;7;2.6;0;0;0;4.25;6.75;7.5
'32000346;8;7.5;5.6;0;0;0;0;0;0
'32000347;8.2;7.25;6;8.25;8.75;4.25;0;0;0
'32000348;5.8;5.75;3.6;0;0;0;3.75;6;7.25
'32000349;7.4;6;4.2;0;0;0;3;6;7
'32000350;5.6;5.5;3;0;0;0;3.5;7.25;8.5
'32000351;6.2;5.75;7.2;0;0;0;6.75;7;9
