No,Math,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,KhoiA,KhoiA1,KhoiB,KhoiD
'32002027,7.4,6.75,5.8,0,0,0,3.25,7,8.25,7.4,13.2,7.4,19.95
'32000574,7.4,6.5,3.6,0,0,0,4.75,7,8.5,7.4,11,7.4,17.5
'32000618,7.4,6,3.8,0,0,0,4.75,7.25,7.25,7.4,11.2,7.4,17.2
'32000209,7.4,7.75,4.6,0,0,0,5,6.5,8.5,7.4,12,7.4,19.75
'32000009,7.4,8,5.8,0,0,0,9.25,8.5,9,7.4,13.2,7.4,21.2
'32002568,2.4,0,0,3.75,1.25,0,0,0,0,7.4,6.15,3.65,2.4
'32002034,7.4,6.75,5.2,0,0,0,3.5,5.75,7.5,7.4,12.6,7.4,19.35
'32001886,7.4,8.5,6.4,0,0,0,9.25,9.25,8.75,7.4,13.8,7.4,22.3
'32002675,7.4,6.25,4.2,0,0,0,6.25,7.75,9,7.4,11.6,7.4,17.85
'32000701,7.4,5.75,3,0,0,0,5,7.75,7,7.4,10.4,7.4,16.15
'32001317,7.4,7.75,4,0,0,0,5,6.75,8.5,7.4,11.4,7.4,19.15
'32000246,7.4,7.5,4,0,0,0,4.25,5.5,8.5,7.4,11.4,7.4,18.9
'32001968,7.4,8,3.6,0,0,0,5.75,6,8.5,7.4,11,7.4,19
'32001823,7.4,7.5,5.2,0,0,0,9.25,8.75,8.75,7.4,12.6,7.4,20.1
'32002472,7.4,7,6.4,0,0,0,3.75,6,7,7.4,13.8,7.4,20.8
'32001502,7.4,6.5,3.4,0,0,0,2.75,7.25,7.5,7.4,10.8,7.4,17.3
'32000581,7.4,7.25,3.2,0,0,0,7.5,8,9.5,7.4,10.6,7.4,17.85
'32001832,7.4,6.5,3.8,0,0,0,5,8,8.5,7.4,11.2,7.4,17.7
'32001606,7.4,8.75,5.8,0,0,0,4,6.75,7.75,7.4,13.2,7.4,21.95
'32001091,7.4,7,5.6,0,0,0,4,7.75,8.25,7.4,13,7.4,20
'32000582,7.4,7,4,0,0,0,4.5,8,8.75,7.4,11.4,7.4,18.4
'32000093,7.4,7,3.6,0,0,0,5,6.5,7.25,7.4,11,7.4,18
'32000871,7.4,8,6.4,0,0,0,5,8.75,9.25,7.4,13.8,7.4,21.8
'32001846,7.4,6.25,5.4,0,0,0,6.75,7.5,8.75,7.4,12.8,7.4,19.05
'32002395,7.4,5.5,3,0,0,0,4,5,7.5,7.4,10.4,7.4,15.9
'32002398,7.4,6.25,3.6,0,0,0,3.5,6.75,9.5,7.4,11,7.4,17.25
'32002091,7.4,5.75,4.2,0,0,0,6.25,6,9,7.4,11.6,7.4,17.35
'32001165,7.4,6,4.6,0,0,0,7,8,9.5,7.4,12,7.4,18
'32002241,7.4,7.5,8.6,0,0,0,0,0,0,7.4,16,7.4,23.5
'32002095,7.4,6.75,0,0,0,0,8.75,0,0,7.4,7.4,7.4,14.15
'32002710,7.4,7.5,8.6,0,0,0,9.5,7.75,9.75,7.4,16,7.4,23.5
'32000709,7.4,7.75,6.2,0,0,0,5.25,7.25,9.5,7.4,13.6,7.4,21.35
'32000539,7.4,6.75,5,0,0,0,6.75,7.5,8.5,7.4,12.4,7.4,19.15
'32001110,7.4,5,3,0,0,0,6.5,8,8.75,7.4,10.4,7.4,15.4
'32002818,7.4,5.5,3.2,0,0,0,4.25,6.75,7.75,7.4,10.6,7.4,16.1
'32002270,7.4,6.75,4.4,0,0,0,6,6.75,8,7.4,11.8,7.4,18.55
'32002501,7.4,6,5,0,0,0,8.75,7.5,9.25,7.4,12.4,7.4,18.4
'32000143,7.4,7.75,4.2,0,0,0,5.5,8.25,8.75,7.4,11.6,7.4,19.35
'32000918,7.4,8.75,6.6,0,0,0,4,6.75,8.25,7.4,14,7.4,22.75
'32000100,7.4,6.75,3.6,0,0,0,6.5,7.25,8,7.4,11,7.4,17.75
'32000404,7.4,7,6,0,0,0,5.25,7,8,7.4,13.4,7.4,20.4
'32001645,7.4,7.25,7.6,0,0,0,4.5,7,7.75,7.4,15,7.4,22.25
'32001648,7.4,6.25,4.2,0,0,0,3.5,6.5,8.5,7.4,11.6,7.4,17.85
'32002624,7.4,7.75,5.6,0,0,0,4,5.5,7.75,7.4,13,7.4,20.75
'32000303,7.4,6.5,4.6,0,0,0,2,7.75,7.75,7.4,12,7.4,18.5
'32002427,7.4,6.25,4.4,0,0,0,5,5.5,6.5,7.4,11.8,7.4,18.05
'32002521,7.4,8,6,0,0,0,5.75,6.5,7.75,7.4,13.4,7.4,21.4
'32000502,7.4,8.25,6,0,0,0,0,0,0,7.4,13.4,7.4,21.65
'32000568,7.4,8,4.4,0,0,0,8.25,7.75,8.75,7.4,11.8,7.4,19.8
'32001398,7.4,5.5,2,0,0,0,5.5,8,7.5,7.4,9.4,7.4,14.9
'32002741,7.4,4.75,1.8,0,0,0,5.75,5,7,7.4,9.2,7.4,13.95
'32001764,7.4,6,2.8,0,0,0,7,7.75,8.5,7.4,10.2,7.4,16.2
'32000349,7.4,6,4.2,0,0,0,3,6,7,7.4,11.6,7.4,17.6
'32000268,7.4,4.75,3.6,0,0,0,3.75,6.5,7.75,7.4,11,7.4,15.75
'32002745,7.4,7.5,7.8,0,0,0,4.25,6.5,8,7.4,15.2,7.4,22.7
'32002642,7.4,7.25,6.4,0,0,0,5.5,6.75,8,7.4,13.8,7.4,21.05
'32002748,7.4,7,3.4,0,0,0,6.75,7,8,7.4,10.8,7.4,17.8
'32002852,7.4,8.75,7,0,0,0,4,7,7.75,7.4,14.4,7.4,23.15
'32002541,7.4,5.5,5.6,0,0,0,3.5,6.5,7.5,7.4,13,7.4,18.5
'32002753,7.4,7.25,7.4,0,0,0,3.25,5.75,7.25,7.4,14.8,7.4,22.05
'32002858,7.4,6.25,3.2,0,0,0,5,7.25,8.25,7.4,10.6,7.4,16.85
'32001207,7.4,7.25,6.8,0,0,0,7.25,8.25,9.5,7.4,14.2,7.4,21.45
'32001208,7.4,6,0,0,0,0,4,7.5,0,7.4,7.4,7.4,13.4
'32001791,7.4,8,7.8,0,0,0,4.5,6.75,8.5,7.4,15.2,7.4,23.2
'32001071,7.4,7,3.8,0,0,0,6.75,6.25,7.75,7.4,11.2,7.4,18.2
'32000228,7.4,5,2.6,0,0,0,6,8.25,8.75,7.4,10,7.4,15
'32000830,7.2,6,4.2,0,0,0,4,8,9.25,7.2,11.4,7.2,17.4
'32001306,7.2,6.75,2.4,0,0,0,5,6.75,7.5,7.2,9.6,7.2,16.35
'32002491,7.2,7.75,7.2,0,0,0,4.75,5,7,7.2,14.4,7.2,22.15
'32001087,7.2,6.75,3.2,0,0,0,5,7.5,7.5,7.2,10.4,7.2,17.15
'32002494,7.2,6.25,4.4,0,0,0,7,7.75,9.25,7.2,11.6,7.2,17.85
'32000457,7.2,6,3,0,0,0,5.75,8,9.25,7.2,10.2,7.2,16.2
'32000239,7.2,7.75,4,0,0,0,6.25,8,9.25,7.2,11.2,7.2,18.95
'32000343,7.2,7.25,6.2,0,0,0,4.25,7.5,9,7.2,13.4,7.2,20.65
'32000904,7.2,6.75,4.8,0,0,0,9,7,7.5,7.2,12,7.2,18.75
'32001980,7.2,7.5,4.2,0,0,0,5,7,8.25,7.2,11.4,7.2,18.9
'32000400,7.2,6.25,4.6,0,0,0,5.5,6.5,8.5,7.2,11.8,7.2,18.05
'32002128,7.2,7,4,0,0,0,4.5,6.75,9.5,7.2,11.2,7.2,18.2
'32002129,7.2,6.75,3.6,0,0,0,4.5,5.75,8.25,7.2,10.8,7.2,17.55
'32002767,7.2,7.25,6.4,0,0,0,2.5,6.75,7.25,7.2,13.6,7.2,20.85
'32002506,7.2,6.25,3.6,0,0,0,4.25,6.25,8,7.2,10.8,7.2,17.05
'32000844,7.2,5.25,2.6,0,0,0,5.25,5.75,7,7.2,9.8,7.2,15.05
'32001985,7.2,7.25,2.8,0,0,0,6.75,8,8.25,7.2,10,7.2,17.25
'32001746,7.2,6.5,2.2,0,0,0,5.75,7.5,9.25,7.2,9.4,7.2,15.9
'32001216,7.2,6.5,5.2,0,0,0,5.75,7.5,9.5,7.2,12.4,7.2,18.9
'32001363,7.2,6.75,6.4,0,0,0,0,0,0,7.2,13.6,7.2,20.35
'32002144,7.2,6,3.6,0,0,0,4,6.25,6.75,7.2,10.8,7.2,16.8
'32001757,7.2,7,5.4,0,0,0,6,8.25,10,7.2,12.6,7.2,19.6
'32002407,7.2,6.5,5.6,0,0,0,3,6.25,8.25,7.2,12.8,7.2,19.3
'32000530,7.2,8.75,5.6,0,0,0,10,9.5,9.75,7.2,12.8,7.2,21.55
'32000321,7.2,5.75,2.6,0,0,0,4.75,7,8.25,7.2,9.8,7.2,15.55
'32000912,7.2,8.25,6.2,0,0,0,5.25,7.5,7.75,7.2,13.4,7.2,21.65
'32002413,7.2,5.75,3.6,0,0,0,4,5.75,8,7.2,10.8,7.2,16.55
'32002539,7.2,6.5,3,0,0,0,4.75,6,8.75,7.2,10.2,7.2,16.7
'32000406,7.2,8.25,4,0,0,0,5.25,7.25,9,7.2,11.2,7.2,19.45
'32001629,7.2,7,6.6,0,0,0,4.75,6.25,7.75,7.2,13.8,7.2,20.8
'32000864,7.2,7.25,2.8,0,0,0,6.25,6.75,8.75,7.2,10,7.2,17.25
'32001487,7.2,8,3.4,0,0,0,10,8.5,9.25,7.2,10.6,7.2,18.6
'32000920,7.2,7.75,7.2,0,0,0,6.25,7.25,8,7.2,14.4,7.2,22.15
'32000064,7.2,6.5,4.4,0,0,0,4.75,6.25,7.25,7.2,11.6,7.2,18.1
'32000065,7.2,6.75,3,0,0,0,4.5,8,9,7.2,10.2,7.2,16.95
'32000551,7.2,4.75,0,0,0,0,4.25,8,0,7.2,7.2,7.2,11.95
'32000928,7.2,8,5.2,0,0,0,5.25,7,8.5,7.2,12.4,7.2,20.4
'32000553,7.2,8,4.6,0,0,0,7.25,6.25,9.25,7.2,11.8,7.2,19.8
'32001653,7.2,6,4.8,0,0,0,3.75,5.5,8.5,7.2,12,7.2,18
'32000931,7.2,4.75,3.6,0,0,0,5.75,7.5,8.75,7.2,10.8,7.2,15.55
'32000030,7.2,7,5.6,0,0,0,0,0,0,7.2,12.8,7.2,19.8
'32001511,7.2,6.75,0,0,0,0,9.75,0,0,7.2,7.2,7.2,13.95
'32001514,7.2,8,6,0,0,0,3.25,6.25,6.5,7.2,13.2,7.2,21.2
'32000020,7.2,6.5,7,0,0,0,4.5,6.75,8,7.2,14.2,7.2,20.7
'32000566,7.2,8.25,3.8,0,0,0,5.25,8.75,9,7.2,11,7.2,19.25
'32000201,7.2,6.25,4,0,0,0,3.25,6,6.75,7.2,11.2,7.2,17.45
'32000073,7.2,6.5,3.4,0,0,0,5.75,7.75,8.75,7.2,10.6,7.2,17.1
'32000758,7.2,8.25,6.2,0,0,0,6.75,8.25,9.25,7.2,13.4,7.2,21.65
'32000434,7.2,7.75,2.4,0,0,0,9.5,8,8.25,7.2,9.6,7.2,17.35
'32001050,7.2,7.25,5.4,0,0,0,5.5,7.75,8.5,7.2,12.6,7.2,19.85
'32000622,7.2,8.25,7.4,0,0,0,6,5.75,8.75,7.2,14.6,7.2,22.85
'32000520,7.2,6.75,0,0,0,0,4.5,6.5,0,7.2,7.2,7.2,13.95
'32002233,7.2,6.5,0,0,0,0,6.25,0,0,7.2,7.2,7.2,13.7
'32000971,7.2,8.25,8.4,0,0,0,5.75,7.75,9.5,7.2,15.6,7.2,23.85
'32001062,7.2,7.75,2.6,0,0,0,3.75,7.25,9,7.2,9.8,7.2,17.55
'32002714,7.2,5.5,4.4,0,0,0,5.75,6,7.25,7.2,11.6,7.2,17.1
'32002718,7.2,7.5,3.2,0,0,0,4,7.25,7.5,7.2,10.4,7.2,17.9
'32002050,7.2,6.75,4.2,0,0,0,4.25,5.75,8,7.2,11.4,7.2,18.15
'32000977,7.2,6.75,3.4,0,0,0,6.5,7.75,9,7.2,10.6,7.2,17.35
'32001692,7.2,8.75,5.2,0,0,0,7.75,7.5,9.25,7.2,12.4,7.2,21.15
'32001067,7.2,5.5,2.2,0,0,0,3.25,6.25,6.75,7.2,9.4,7.2,14.9
'32002345,7.2,5.5,4,0,0,0,3.5,4.75,6.25,7.2,11.2,7.2,16.7
'32001694,7.2,9,4.2,0,0,0,5.75,5.5,9.25,7.2,11.4,7.2,20.4
'32002727,7.2,6.5,3,0,0,0,4.75,7.5,7.25,7.2,10.2,7.2,16.7
'32002258,7.2,8,6.2,0,0,0,0,0,0,7.2,13.4,7.2,21.4
'32001285,7.2,6,2.8,0,0,0,6.5,8.5,9,7.2,10,7.2,16
'32002351,7.2,8,4.4,0,0,0,6,7.5,8,7.2,11.6,7.2,19.6
'32000980,7.2,7.75,3.4,0,0,0,9.75,9.5,10,7.2,10.6,7.2,18.35
'32000816,7.2,5.5,4.8,0,0,0,2.75,6,8,7.2,12,7.2,17.5
'32000134,7.2,8,3.4,0,0,0,4,6.75,8.75,7.2,10.6,7.2,18.6
'32001715,7.2,7,3.2,0,0,0,6.5,8.25,9.5,7.2,10.4,7.2,17.4
'32001294,7.2,5.75,3.6,0,0,0,4.75,6.75,7.5,7.2,10.8,7.2,16.55
'32001557,7.2,7,4.6,0,0,0,5.5,6.75,8,7.2,11.8,7.2,18.8
'32000820,7.2,6.25,2.8,0,0,0,5.5,7.5,8.75,7.2,10,7.2,16.25
'32000174,7.2,6,4.6,0,0,0,6.75,7.5,9.5,7.2,11.8,7.2,17.8
'32001863,7.2,4.25,3.4,0,0,0,5.75,8.25,8.5,7.2,10.6,7.2,14.85
'32002863,7.2,6.5,5,0,0,0,3.25,6.5,7,7.2,12.2,7.2,18.7
'32000894,7.2,8,3.4,0,0,0,7.75,8,10,7.2,10.6,7.2,18.6
'32001435,7.2,6.5,6.2,0,0,0,6.5,6.75,8.5,7.2,13.4,7.2,19.9
'32002868,7.2,7,3.6,0,0,0,3.5,5.75,5.25,7.2,10.8,7.2,17.8
'32000454,7.2,7.5,3,0,0,0,4,8.25,7.5,7.2,10.2,7.2,17.7
'32002162,4.4,0,4.8,2.75,0,0,0,0,0,7.15,11.95,4.4,9.2
'32000624,7,6.5,0,0,0,0,4.5,6,0,7,7,7,13.5
'32001733,7,8,7.6,0,0,0,6,7.5,9.25,7,14.6,7,22.6
'32001290,7,7,3.2,0,0,0,6,7.25,8.25,7,10.2,7,17.2
'32000217,7,7.75,4.4,0,0,0,5.75,7.75,8.25,7,11.4,7,19.15
'32002625,7,6,2.4,0,0,0,3.25,4.75,7,7,9.4,7,15.4
'32001622,7,6.5,3.4,0,0,0,6,8,9.75,7,10.4,7,16.9
'32000099,7,5.25,3.6,0,0,0,6,7,7.5,7,10.6,7,15.85
'32002380,7,7.5,2.2,0,0,0,9,7.5,9,7,9.2,7,16.7
'32000232,7,7.25,3.8,0,0,0,4.75,7.25,8.25,7,10.8,7,18.05
'32001298,7,7,4.2,0,0,0,5.25,6.25,9.75,7,11.2,7,18.2
'32000486,7,6.5,0,0,0,0,0,0,0,7,7,7,13.5
'32002638,7,7,3,0,0,0,4.25,5.5,9.25,7,10,7,17
'32001750,7,5.5,2.8,0,0,0,4,6,8,7,9.8,7,15.3
'32000877,7,5.75,2.4,0,0,0,8,8.5,8.5,7,9.4,7,15.15
'32000072,7,6.25,4.2,0,0,0,8,7.5,8.75,7,11.2,7,17.45
'32000027,7,6.25,3,0,0,0,3.25,7.5,8.5,7,10,7,16.25
'32000223,7,6.25,3,0,0,0,8,8.25,8.25,7,10,7,16.25
'32000237,7,6.75,4.6,0,0,0,6,8.25,9.25,7,11.6,7,18.35
'32001775,7,6.25,3.6,0,0,0,5.75,5.75,7.5,7,10.6,7,16.85
'32000052,7,6.5,4.4,0,0,0,6,7.5,8.5,7,11.4,7,17.9
'32002650,7,6.5,4.8,0,0,0,5.5,8,8,7,11.8,7,18.3
'32002140,7,6.75,2.4,0,0,0,4.25,4.5,7,7,9.4,7,16.15
'32001778,7,5.5,2.4,0,0,0,5.5,7.5,8.75,7,9.4,7,14.9
'32001890,7,7.75,6,0,0,0,2.75,5.75,7.75,7,13,7,20.75
'32000141,7,4.75,3,0,0,0,4.5,5.5,5.25,7,10,7,14.75
'32001524,7,3.25,2.8,0,0,0,6.5,7.5,8,7,9.8,7,13.05
'32001080,7,5,5.4,0,0,0,0,0,0,7,12.4,7,17.4
'32001789,7,6.5,3.6,0,0,0,3.5,6.25,8,7,10.6,7,17.1
'32000379,7,7.5,3.6,0,0,0,4.75,7.5,8.5,7,10.6,7,18.1
'32001792,7,6.5,6.8,0,0,0,6,7.25,8,7,13.8,7,20.3
'32002668,7,6.5,5,0,0,0,3.5,6.75,7,7,12,7,18.5
'32001331,7,5.5,2.6,0,0,0,5.5,7,8.25,7,9.6,7,15.1
'32002540,7,8.5,3.4,0,0,0,8.75,9.5,8.25,7,10.4,7,18.9
'32000933,7,6.75,2.8,0,0,0,4.25,6.5,7.75,7,9.8,7,16.55
'32001339,7,6.5,3.6,0,0,0,6.25,7.25,8.75,7,10.6,7,17.1
'32001343,7,7.25,3.2,0,0,0,5,6.5,7.5,7,10.2,7,17.45
'32001347,7,7,5.2,0,0,0,7.25,6,8.75,7,12.2,7,19.2
'32001807,7,7.75,3.6,0,0,0,6,8.75,8.25,7,10.6,7,18.35
'32001541,7,5.75,3.8,0,0,0,5.5,7,8.75,7,10.8,7,16.55
'32001542,7,7.5,3.8,0,0,0,4.75,8,9,7,10.8,7,18.3
'32001445,7,5.5,3.8,0,0,0,2.25,6.25,7.5,7,10.8,7,16.3
'32001350,7,6.5,0,0,0,0,8.25,0,0,7,7,7,13.5
'32002689,7,7.25,6,0,0,0,4.25,7.25,8.25,7,13,7,20.25
'32001552,7,6.25,3.6,0,0,0,7.25,7.75,9.5,7,10.6,7,16.85
'32000826,7,7.5,6.2,0,0,0,6.75,8,8,7,13.2,7,20.7
'32000827,7,8,4.8,0,0,0,8.25,7.75,9,7,11.8,7,19.8
'32001825,7,6.75,2.8,0,0,0,6.5,8.5,7.5,7,9.8,7,16.55
'32001925,7,7.75,5,0,0,0,5.5,6.25,6.75,7,12,7,19.75
'32000267,7,7.5,6,0,0,0,5.75,8.5,8.25,7,13,7,20.5
'32000227,7,8.25,3.6,0,0,0,9.25,9.75,9.75,7,10.6,7,18.85
'32000616,7,5.5,3.6,0,0,0,6.25,7.5,8.75,7,10.6,7,16.1
'32001833,7,6,2.4,0,0,0,6,6.5,7.75,7,9.4,7,15.4
'32001836,7,8,4.2,0,0,0,8.25,8.25,9.75,7,11.2,7,19.2
'32001166,7,8,3.8,0,0,0,4.25,6.25,9.5,7,10.8,7,18.8
'32001573,7,8.25,4.2,0,0,0,6.75,7.25,8.25,7,11.2,7,19.45
'32000464,7,6.5,0,0,0,0,5.5,7.75,0,7,7,7,13.5
'32000269,7,6,0,0,0,0,7.25,7.25,0,7,7,7,13
'32000968,7,9,6.4,0,0,0,6.5,8.5,8.25,7,13.4,7,22.4
'32000695,7,6.25,2.6,0,0,0,6,7,8.25,7,9.6,7,15.85
'32001945,7,6.25,5.6,0,0,0,4.75,6.5,8,7,12.6,7,18.85
'32001175,7,8.75,4.6,0,0,0,6.5,7,9,7,11.6,7,20.35
'32002252,7,5.75,0,0,0,0,8.75,0,0,7,7,7,12.75
'32000127,7,7.5,4,0,0,0,4.25,7,9.25,7,11,7,18.5
'32002346,7,7.25,7.6,0,0,0,9,7.25,9.75,7,14.6,7,21.85
'32002066,7,5.25,3.4,0,0,0,5.5,7.25,8.5,7,10.4,7,15.65
'32001589,7,8.25,6,0,0,0,9.75,9,8.75,7,13,7,21.25
'32002269,7,6.25,2,0,0,0,3.75,7,8,7,9,7,15.25
'32000071,7,7,4.8,0,0,0,4.25,6.25,8.75,7,11.8,7,18.8
'32002272,7,6,2,0,0,0,5.25,6.75,7,7,9,7,15
'32002354,7,6,4.6,0,0,0,8.5,7.75,8.75,7,11.6,7,17.6
'32001724,7,7.5,6.2,0,0,0,6.5,7.75,7,7,13.2,7,20.7
'32002602,7,5.5,3.4,0,0,0,4.25,7.5,8,7,10.4,7,15.9
'32002851,7,6.75,5,0,0,0,5.5,7.5,8.25,7,12,7,18.75
'32001725,7,6.75,4,0,0,0,5.75,6.75,8.5,7,11,7,17.75
'32002477,7,7.5,5.8,0,0,0,6.75,8,8.75,7,12.8,7,20.3
'32001592,7,6.75,4.4,0,0,0,3.25,5.75,7.75,7,11.4,7,18.15
'32000623,7,7,7,0,0,0,5.75,8.5,8.5,7,14,7,21
'32000848,7,5.5,3.2,0,0,0,6.5,8.5,9,7,10.2,7,15.7
'32000703,7,8.25,3.6,0,0,0,5.75,7.75,8.25,7,10.6,7,18.85
'32002615,7,6.75,4.8,0,0,0,6,6.75,8.25,7,11.8,7,18.55
'32001038,7,5.25,2.4,0,0,0,6,5.5,8.25,7,9.4,7,14.65
'32000859,7,6,2.4,0,0,0,4.75,5.75,9.25,7,9.4,7,15.4
'32002618,7,7,4.4,0,0,0,4.5,7.5,6.75,7,11.4,7,18.4
'32001965,7,8,5.2,0,0,0,9.5,9,8.75,7,12.2,7,20.2
'32001962,2.2,0,0,2.25,2.5,0,0,0,0,6.95,4.45,4.7,2.2
'32001675,6.8,6,5.2,0,0,0,6,8.25,9.25,6.8,12,6.8,18
'32000620,6.8,7.75,4,0,0,0,8.75,9,8,6.8,10.8,6.8,18.55
'32001217,6.8,7.5,3.2,0,0,0,7.5,7.5,9,6.8,10,6.8,17.5
'32002028,6.8,6.5,3.8,0,0,0,3.25,4,7.75,6.8,10.6,6.8,17.1
'32000661,6.8,7,4.8,0,0,0,4.5,7.25,8,6.8,11.6,6.8,18.6
'32002223,6.8,5.5,0,0,0,0,8.25,0,0,6.8,6.8,6.8,12.3
'32002470,6.8,7,5.8,0,0,0,5.5,7.75,8.5,6.8,12.6,6.8,19.6
'32000403,6.8,7.5,0,0,0,0,7.5,7.5,0,6.8,6.8,6.8,14.3
'32001538,6.8,7,3.2,0,0,0,3.75,5.25,7.75,6.8,10,6.8,17
'32000189,6.8,7,2.2,0,0,0,3.5,7.5,8.5,6.8,9,6.8,16
'32000543,6.8,6.75,3.8,0,0,0,3.25,7.5,8,6.8,10.6,6.8,17.35
'32001070,6.8,7.75,5,0,0,0,5.75,5,8.25,6.8,11.8,6.8,19.55
'32001229,6.8,8,3,0,0,0,7.75,7,9.25,6.8,9.8,6.8,17.8
'32000930,6.8,8.5,3.6,0,0,0,5,8,8.5,6.8,10.4,6.8,18.9
'32001332,6.8,7,2,0,0,0,9.25,8.25,9,6.8,8.8,6.8,15.8
'32001698,6.8,6.5,2.6,0,0,0,8.75,7.75,9.75,6.8,9.4,6.8,15.9
'32001446,6.8,6.75,3.6,0,0,0,8.5,8.5,8.5,6.8,10.4,6.8,17.15
'32002756,6.8,5,3.6,0,0,0,3.75,6.5,7.5,6.8,10.4,6.8,15.4
'32000734,6.8,7,2.2,0,0,0,6,8.25,7.5,6.8,9,6.8,16
'32000208,6.8,5.5,4.6,0,0,0,3,6.75,7,6.8,11.4,6.8,16.9
'32002260,6.8,5.75,3.4,0,0,0,3,4.75,6.75,6.8,10.2,6.8,15.95
'32000793,6.8,6.5,3.8,0,0,0,4.5,6.75,7.5,6.8,10.6,6.8,17.1
'32002632,6.8,4.75,2.4,0,0,0,3.75,4.75,7.5,6.8,9.2,6.8,13.95
'32001453,6.8,7.5,2,0,0,0,7,8.5,9,6.8,8.8,6.8,16.3
'32000834,6.8,7.25,4,0,0,0,3.5,6,9.25,6.8,10.8,6.8,18.05
'32002363,6.8,7.75,4.4,0,0,0,4.5,7,9,6.8,11.2,6.8,18.95
'32001949,6.8,6.25,4.2,0,0,0,4.25,6.25,8,6.8,11,6.8,17.25
'32002279,6.8,7,7.8,0,0,0,0,0,0,6.8,14.6,6.8,21.6
'32000740,6.8,7,1.6,0,0,0,6.5,8.25,9,6.8,8.4,6.8,15.4
'32000148,6.8,7.25,3,0,0,0,4.25,7.25,8.5,6.8,9.8,6.8,17.05
'32001576,6.8,6.5,3.4,0,0,0,5.25,7.25,8,6.8,10.2,6.8,16.7
'32002085,6.8,5.5,4.6,0,0,0,3,5.75,8.5,6.8,11.4,6.8,16.9
'32002775,6.8,6.5,5.4,0,0,0,5.75,6,8.25,6.8,12.2,6.8,18.7
'32002776,6.8,6,3.8,0,0,0,3.75,6,8.75,6.8,10.6,6.8,16.6
'32001853,6.8,7,5.4,0,0,0,2.75,6.25,5.75,6.8,12.2,6.8,19.2
'32001577,6.8,6.75,6.6,0,0,0,3.25,5.5,7.75,6.8,13.4,6.8,20.15
'32000411,6.8,7.5,3.8,0,0,0,8.25,7,8.25,6.8,10.6,6.8,18.1
'32001152,6.8,5.25,2.2,0,0,0,4.75,5.5,7,6.8,9,6.8,14.25
'32001159,6.8,6.5,4.4,0,0,0,5.5,7.5,8.75,6.8,11.2,6.8,17.7
'32001858,6.8,5.5,4,0,0,0,5.75,5,7.25,6.8,10.8,6.8,16.3
'32001466,6.8,5,2.8,0,0,0,4,4.75,7,6.8,9.6,6.8,14.6
'32001162,6.8,6.25,3.6,0,0,0,4,6.75,7.25,6.8,10.4,6.8,16.65
'32000596,6.8,3.25,0,0,0,0,2.25,4.25,0,6.8,6.8,6.8,10.05
'32002111,6.8,6.25,3.8,0,0,0,6.5,7,8.5,6.8,10.6,6.8,16.85
'32001472,6.8,6,5.6,0,0,0,5.75,6.75,8,6.8,12.4,6.8,18.4
'32000422,6.8,6,2.8,0,0,0,4,6,7.25,6.8,9.6,6.8,15.6
'32002526,6.8,5.75,3.4,0,0,0,9,8,8,6.8,10.2,6.8,15.95
'32001478,6.8,6.5,2.8,0,0,0,2.75,6.75,8,6.8,9.6,6.8,16.1
'32002121,6.8,7,6,0,0,0,0,0,0,6.8,12.8,6.8,19.8
'32002400,6.8,6,2,0,0,0,4,7.5,8.75,6.8,8.8,6.8,14.8
'32001970,6.8,5.25,2.8,0,0,0,2,5.5,6.75,6.8,9.6,6.8,14.85
'32002672,6.8,8.5,5.4,0,0,0,2,6.5,8,6.8,12.2,6.8,20.7
'32001479,6.8,6.75,3,0,0,0,9,8.25,8.75,6.8,9.8,6.8,16.55
'32000847,6.8,6.5,4.8,0,0,0,7.5,6.25,7.75,6.8,11.6,6.8,18.1
'32002405,6.8,6.5,2.8,0,0,0,4,5.5,6.75,6.8,9.6,6.8,16.1
'32002676,6.8,6.25,5.2,0,0,0,4.5,6.25,8.25,6.8,12,6.8,18.25
'32001481,6.8,7.25,4,0,0,0,5.5,6.75,9.25,6.8,10.8,6.8,18.05
'32000555,6.8,5,0,0,0,0,4.25,6.25,0,6.8,6.8,6.8,11.8
'32002682,6.8,7.5,5,0,0,0,4.5,7,9.25,6.8,11.8,6.8,19.3
'32002814,6.8,5.75,2.4,0,0,0,2.25,6.25,7.5,6.8,9.2,6.8,14.95
'32001381,6.8,5.75,3.8,0,0,0,4,6.25,7.75,6.8,10.6,6.8,16.35
'32001267,6.8,6.25,2.8,0,0,0,2.25,7.25,6.25,6.8,9.6,6.8,15.85
'32002547,6.8,4.5,4.4,0,0,0,3.5,6.75,8.25,6.8,11.2,6.8,15.7
'32002132,6.8,6.25,2.6,0,0,0,5,7.75,9.25,6.8,9.4,6.8,15.65
'32000199,6.8,8,3.4,0,0,0,4.25,8,8.5,6.8,10.2,6.8,18.2
'32000376,6.8,6,5,0,0,0,3.75,6.75,8.5,6.8,11.8,6.8,17.8
'32001755,6.8,5.75,2.2,0,0,0,6.25,6.5,8.5,6.8,9,6.8,14.75
'32000863,6.8,6.5,2.8,0,0,0,6.5,7.75,7.25,6.8,9.6,6.8,16.1
'32000191,6.8,6.25,3.2,0,0,0,3,5.75,6.25,6.8,10,6.8,16.25
